timestamp,ax,ay,az
2026-01-28 16:40:48,1.328,-0.247,-10.371
2026-01-28 16:40:48,1.392,-0.188,-10.4
2026-01-28 16:40:48,1.265,-0.195,-10.398
2026-01-28 16:40:48,1.357,-0.254,-10.408
2026-01-28 16:40:48,1.35,-0.203,-10.298
2026-01-28 16:40:48,1.384,-0.291,-10.374
2026-01-28 16:40:48,1.316,-0.208,-10.413
2026-01-28 16:40:48,1.409,-0.264,-10.422
2026-01-28 16:40:48,1.394,-0.291,-10.342
2026-01-28 16:40:48,1.294,-0.288,-10.386
2026-01-28 16:40:48,1.458,-0.293,-10.381
2026-01-28 16:40:48,1.274,-0.278,-10.498
2026-01-28 16:40:48,1.431,-0.295,-10.332
2026-01-28 16:40:48,1.206,-0.342,-10.356
2026-01-28 16:40:48,1.377,-0.178,-10.469
2026-01-28 16:40:48,1.357,-0.183,-10.317
2026-01-28 16:40:48,1.196,-0.261,-10.364
